id,creation_date,is_admin_closure,is_removed,ref,marque,statuts,types,contrat,"type ticket",pseudo
455957,"2023-05-17 15:10:17",0,0,Y-HNHP2480,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
456914,"2023-05-20 10:46:04",0,0,PPLMP166SP51,"PERFORMANCE POWER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
457118,"2023-05-20 19:45:25",0,0,RAC3000,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
457247,"2023-05-21 13:34:06",0,0,HDG6500,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458176,"2023-05-23 15:04:13",0,0,HTD5121R-A,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458574,"2023-05-24 12:19:10",0,0,HTDT561RP-A,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
458891,"2023-05-25 08:47:40",0,0,ELB18-Li,ERBAUER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
459305,"2023-05-26 06:36:04",0,0,Z-HNHP2065B500L,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
460430,"2023-05-29 13:00:04",0,0,HFBE525T,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
461124,"2023-05-31 07:37:44",1,0,RACT90EA,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
461403,"2023-05-31 14:37:31",0,0,ELM36SP-Li,ERBAUER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
461772,"2023-06-01 13:46:02",0,0,MLMP675SP51-MS,"MAC ALLISTER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
461815,"2023-06-01 15:17:13",0,0,"TTBCP43-4 ",TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
462051,"2023-06-02 10:38:52",0,0,ABW-VBS-100P,FOXTER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,"NHP FOXTER - LECLERC","Demande de Garantie",Angélique
462976,"2023-06-05 10:42:16",0,0,TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
463437,"2023-06-06 09:01:15",0,0,TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
463585,"2023-06-06 13:07:34",0,0,FAP1630,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
464177,"2023-06-08 06:07:48",0,0,MBCP43-4,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
464783,"2023-06-09 11:51:09",0,0,"BCI33UF / BG 33ES - 22",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Sunseeker","Demande de réparation en station.",Nadine
465020,"2023-06-10 08:33:44",0,0,FC3500PAP,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","LPM Admin Backup"
465932,"2023-06-13 08:34:47",1,0,TTLMP300SP40,TITAN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
466417,"2023-06-14 08:05:42",0,0,PPLMP166SP51,"PERFORMANCE POWER","Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
466453,"2023-06-14 09:06:14",1,0,TTB834LWM,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
466568,"2023-06-14 12:01:55",1,0,"CSP2525 (PN2500-2A)",BRICOMARCHE,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BCM Johnwin","Prise en charge Hors Garantie","Ghizlane "
467116,"2023-06-15 13:00:24",0,0,FRT90EL,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Ridwane
467367,"2023-06-16 08:30:47",0,0,15282,ALTECO,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","ALTECO Russia","Demande de réparation en station.",Kirill
467398,"2023-06-16 09:06:47",0,0,MLM1835-Li,"MAC ALLISTER","Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Ridwane
467746,"2023-06-17 08:52:41",0,0,MLMP675SP51-MS,"MAC ALLISTER","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
467988,"2023-06-18 08:44:05",0,0,RACT90EA-2,RACING,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Frédéric
468149,"2023-06-19 06:04:56",0,0,"DD 2016",ALTECO,"Le ticket a été clôturé pour diagnostic",NULL,"ALTECO Russia","Demande de diagnostic",Abdurakhman
468354,"2023-06-19 11:19:58",1,0,HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
469086,"2023-06-21 07:47:25",1,0,HNHPE2000,HYUNDAI,"La station doit choisir comment s'occuper de la machine.",NULL,"BUILDER / TCK","Demande de diagnostic",Jan
469577,"2023-06-22 10:03:19",0,0,FC2400PAP4,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian MERCURI"
470423,"2023-06-24 16:58:38",0,0,HDBTD50-AC,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP"
470498,"2023-06-25 08:50:29",0,0,ELMP170SP51,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
470916,"2023-06-26 14:26:09",0,0,RAC52CDORG,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
471169,"2023-06-27 08:24:39",0,0,TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
471204,"2023-06-27 09:38:59",0,0,RACCOMBID314T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
471210,"2023-06-27 09:47:43",1,0,TTLMP750SP53,TITAN,"Le client a accepté le devis, la station peut commencer la réparation",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
471403,"2023-06-27 14:58:15",0,0,RAC32PB-1,RACING,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Quentin
471405,"2023-06-27 15:01:18",0,0,TTBCP33-4,TITAN,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
471413,"2023-06-27 15:15:17",0,0,RAC173PTIL-A,RACING,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
471569,"2023-06-28 09:14:59",0,0,31046,ALTECO,"Le ticket a été clôturé pour diagnostic",NULL,"ALTECO Russia","Demande de diagnostic",Abdurakhman
472381,"2023-06-30 10:05:25",0,0,HDBDN40V-A,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
472382,"2023-06-30 10:07:28",0,0,RG415,FOXTER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","LECLERC Externe (Hors Garantie)","Demande de réparation en station.",Angélique
472611,"2023-06-30 15:24:36",1,0,HMELB20V2A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
473433,"2023-07-03 16:00:58",0,0,FC2600PAP,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","Florian MERCURI"
473565,"2023-07-04 08:12:41",0,0,MLMP550SP46-M&S,"MAC ALLISTER","Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
473827,"2023-07-04 20:08:29",0,0,HCOMBID65,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
474400,"2023-07-06 07:49:31",1,0,S-AC-11-OUT,HAIER,"La station doit faire un diagnostic de la machine.",NULL,"Climatiseurs HAIER","Demande de Garantie","Sébastien RIHOUEY "
474650,"2023-07-06 16:14:09",0,0,"Y-Minirider 60 SDE 13BA26JC600",MTD,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.",Roulio
474813,"2023-07-07 09:34:54",0,0,FC3200PAP4-1,FEIDER,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
476075,"2023-07-11 11:01:26",0,0,HTRTPRO5350-4-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
476110,"2023-07-11 12:46:08",1,0,PPLMP166SP51,"PERFORMANCE POWER","Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
476130,"2023-07-11 13:53:04",1,0,"Minirider 76 RDE 13B726SD600",MTD,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","MTD - assist. dom.","Demande de réparation en station.",Roulio
476602,"2023-07-12 16:43:17",0,0,ZS-881828L,MYPROJECT,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",Kaufland,"Demande de réparation en station.",Frédéric
476673,"2023-07-13 06:10:55",0,0,PG2000i,"PULS Energy","La station doit faire un diagnostic de la machine.",NULL,NovoAbrasive,"Demande de Garantie","SWAP PL"
476769,"2023-07-13 10:48:52",1,0,HTDER50PW,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
476860,"2023-07-13 13:29:12",1,0,HM1125,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
477421,"2023-07-15 10:34:44",0,0,TTROP224,TITAN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
477431,"2023-07-15 11:35:50",0,0,FC3400PAP4,FEIDER,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian STEFANI"
477647,"2023-07-16 10:12:29",0,0,HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
477815,"2023-07-17 07:12:40",1,0,HG2201-PL-A,HYUNDAI,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
478212,"2023-07-18 04:30:18",0,0,"DD 2016",ALTECO,"Le ticket a été clôturé pour diagnostic",NULL,"ALTECO Russia","Demande de diagnostic",Abdurakhman
478416,"2023-07-18 12:35:27",0,0,EZG1600i-A-UK,ENERGIZER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
478710,"2023-07-19 07:16:45",0,0,"Litchi 2500w",YUZU,"Le ticket a été clôturé pour diagnostic","Réparation sous garantie","Clim Litchi","Demande de réparation en station.","Florian MERCURI"
478910,"2023-07-19 13:20:26",0,0,EZG1600i-A-UK,ENERGIZER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
479300,"2023-07-20 14:02:35",0,0,HDBTD50-AC,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
479559,"2023-07-21 09:14:38",0,0,HDBT50-A1,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
479583,"2023-07-21 10:32:57",0,0,BCT-0021,BRICOMARCHE,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Better Choice","Demande de réparation en station.",Serge
480085,"2023-07-23 13:55:29",0,0,FC2600PAP4,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie","Florian STEFANI"
480365,"2023-07-24 11:13:09",1,0,HCOMBI336F-A,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
480418,"2023-07-24 13:53:30",1,0,GL3AQ-39947-145,"NO NAME","Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BCM JIWEI ","Demande de Garantie",Serge
480794,"2023-07-25 13:47:01",0,0,HDBTPRO50-1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
481030,"2023-07-26 07:17:48",1,0,HTRT42-1,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
481343,"2023-07-27 06:22:24",1,0,HG2700-1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","ALTECO Russia","Demande de réparation en station.","Anna R"
482131,"2023-07-31 12:25:24",0,0,RAC52PB-C,RACING,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
482176,"2023-07-31 14:25:22",0,0,ELMP170SP51,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
482268,"2023-08-01 07:49:03",0,0,RAC196PTIL8T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
482594,"2023-08-02 12:18:32",0,0,TTLMP875SP51,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
482687,"2023-08-02 20:01:24",0,0,HBP1300,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP"
483570,"2023-08-03 14:04:25",0,0,"BCI33UF / BG 33 ES",BESTGREEN,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BCM Sunseeker","Demande de réparation en station.",Nadine
483646,"2023-08-04 07:09:36",1,0,HCOMP200-2,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
483924,"2023-08-05 07:43:20",0,0,HCOMBI25,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
484049,"2023-08-06 20:29:52",0,0,RAC4661PL,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","Dan Vitellaro"
