id,last_message_time,message,message_count
502395,18.01.2024,"bonjour, commande deja envoy&eacute; le 19/12, mais avec une erreur de tarif.., a nouveau en pj sous numero sap 50489964.<br><br>merci<br><br>cordialement<br><br>damien resp sav",35
502398,01.03.2024,"Bonjour Nadine,<br><br>Le client souhaite avoir le lien pour effectuer son paiement.<br>",18
502753,27.02.2024,"En attente de transport UPS.<br>",12
503011,22.11.2023,"Bonjour,<br><br>Un avoir main d'œuvre vous a été envoyée.<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",10
503706,04.03.2024,"<strong>Bonjour cher station,<br><br></strong>Suite à notre message précédent, nous vous remercions de bien vouloir nous communiquer vos disponibilité afin de vous éditer et envoyer une étiquette de transport pour le retour de votre machine au sein de nos entrepôts.<br>Dans l’attente de votre retour,<br>Nous vous remercions pour votre confiance et restons à votre disposition.<br>Cordialement,<br>Service Après-Vente SWAP<br>",19
503809,05.03.2024,"Bonjour,<br><br>Le message était à l'intention de la station de réparation veuillez nous excusez.<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",39
503957,16.10.2023,"
Dobrý den mám prosbu o vyřešení opravy naší elektrocentrály Fender FGHi 3500, špatně startuje musí se mnohokrát zatáhnou za startovací šňůru a potom se začne pomalu rozbíhat, během provozu motor tarokuje a otáčky kolísají (dříve naskočila na druhé zařazení za startovací šňůru a jela plynule a tiše.
Během doby provozu jsme měnily olej,filtr i svíčku. V příloze zasílám štítek.
Děkuji za pomoc s pozdravem Roman Beneš, osvetimany 37,687 42
tel.:604419819
",1
504711,01.03.2024,"<article>le magasin a appelé et il précise qu'il est disponible à partir du lundi entre 9:00 et 12:00 ou 14:00 et 17:00.<footer></footer></article>",5
504766,11.02.2024,"Relance avant retour non reparé et facturation des frais .<br><br>Bonjour,<article><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé<br><br>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.<br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit (les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si oui informez swap sur le ticket) :<br><br>Pour le paiement, nous vous demandons :<br><br><em>Castorama, de nous transmettre le n° de commande ou de BCPE (Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.</em><br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP</article><footer><div>22/11/2023 15:34</div></footer><br>",4
504880,11.02.2024,"Relance suite devis etabli le  22-11<br><br>Bonjour,<br><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé.<br><br><strong>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.</strong><br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br>Rappel : les pièces machines Kingfisher ne vous sont pas facturées. Pensez à les chiffrer pour votre client.<br>Sauf pièces pour machines moteur HONDA ou Briggs&Stratton, elles sont facturées.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit.<br>Les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si c'est le cas, indiquez le sur le ticket, ils seront retirés sur la facture.<br><em><strong>Montant refus </strong>: euros HT (Forfait diagnostic29€  + transport 51€30)</em><br><br>Dès que vous aurez accepté ou refusé et avant retour du produit, nous vous demanderons le paiement :<br><br><br><em><strong>Castorama</strong>, veuillez nous transmettre le n° de commande ou de BCPE (Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.<br><em><br></em></em><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP",4
505411,23.11.2023,"Bonjour cher station,<br><br>Votre pièce vous sera fourni sous un certain délai voici votre numéro de commande <h1>CD274724</h1><br>Cordialement,<br><br>Service après vente SWAP<br>",7
505467,26.02.2024,"pas de stock encore",17
505496,27.10.2023,"Bonjour,<br><br>Nous allons échanger votre machine. contre retour de celle-ci au sein de nos entrepôts.<br><br><u>Pour cela, nous vous remercions de bien vouloir:</u><br><u></u><br><strong>1- Reconditionner</strong> <strong>correctement </strong>votre produit dans <strong>son carton d'origine ou équivalent</strong><br><br><strong>2- </strong>Coller l'étiquette de transport <strong>Chronopost </strong>jointe dans notre message précèdent.<br><br><strong>3- </strong>Compléter et coller sur le colis le document "accord de retour Reused" en pièce jointe de ce message.<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP<br><u style="font-weight: bold;"><br></u><br>",4
505780,22.02.2024,"Bonjour Raphaël,<br><br>Suite à notre conversation, vous refusez le devis, veuillez noter sur le ticket et sélectionner REFUSE en précisant que vous ne souhaitez pas récupérer la machine.<br><br>N'oubliez pas de joindre la commande pour un montant de 29 € HT.<br>MERCI<br><br>Cordialement, <br>Nadine<br>Service après-vente SWAP",18
505783,11.02.2024,"Relance suite devis du  22/11<br><br>Bonjour,<article><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé<br><br>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.<br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit (les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si oui informez swap sur le ticket) :<br><em><br><em>Machines de – 30kgs - 41.25 € HT</em><br><br>Pour le paiement, nous vous demandons :<br><br><em>Castorama, de nous transmettre le n° de commande ou de BCPE (Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.</em><br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP</em></article><footer><div><em>22/11/2023 12:14</em></div></footer>",4
505785,25.11.2023,"Bonjour<br>Pouvez vous nous indiquer le prix de l&#039;ensemble chemise + piston<br>Cdt",1
505997,11.12.2023,"Chère <strong>Station</strong> <strong>partenaire </strong>, <br><br>Nous aimerions faire le point avec vous et connaitre l’avancement de ce dossier s'il vous plait.<br><br>Pouvez vous s'il vous plait nous faire un retour sur ce ticket.<br><br>Nous vous remercions par avance et restons à votre disposition.<br>
<br>
Cordialement, <br>
<br>
Service Après-Vente SWAP<br>",7
507079,28.12.2023,"Bonjour ROth motoculture,<br><br>Nous sommes très embêté, car les réparateurs, en général (le réseau) et che swap n'ont pas besoin normalement de déposer le moteur, uniquement la culasse à démonter, faut compter environ 1h30 pour l'intervention complète (dépose de la culasse, démontage des soupapes et nettoyage, nettoyage des plans de joints de culasse et remontage)<br><br>...... mail envoyé à Roth une discussion s'impose. ticket bloqué. nad",8
507080,12.02.2024,"Bonjour,<br><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé.<br><br><strong>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.</strong><br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br>Rappel : les pièces machines Kingfisher ne vous sont pas facturées. Pensez à les chiffrer pour votre client.<br>Sauf pièces pour machines moteur HONDA ou Briggs&Stratton, elles sont facturées.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit.<br>Les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si c'est le cas, indiquez le sur le ticket, ils seront retirés sur la facture.<br><em><strong>Montant refus </strong>: euros HT 80€30 (Forfait diagnostic 29€+ transport51€30)</em><br><br>Dès que vous aurez accepté ou refusé et avant retour du produit, nous vous demanderons le paiement :<br><br><br><em><strong>Castorama</strong>, veuillez nous transmettre le n° de commande ou de BCPE (Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.<br><em><br></em></em><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP",4
507083,12.02.2024,"demande creation ref",3
507696,05.03.2024,"commande AZ000034",12
508116,05.03.2024,"Chère <strong>Station</strong> <strong>partenaire </strong>, <br><br>Nous aimerions faire le point avec vous et connaitre l’avancement de ce dossier s'il vous plait.<br><br>Pouvez vous s'il vous plait nous faire un retour sur ce ticket.<br><br>Nous vous remercions par avance et restons à votre disposition.<br>
<br>
Cordialement, <br>
<br>
Service Après-Vente SWAP<br>",13
508228,04.03.2024,"<strong>Bonjour Cher station,<br><br></strong>Veuillez noter que les pièces demandées vous ont été livrées à la date du <strong>06/02/2024</strong> merci de bien vouloir procéder à la réparation de la machine.<br>Nous vous remercions pour votre confiance et restons a votre disposition.<br><br>Cordialement,<br>Service après-vente SWAP",22
508377,02.01.2024,"Bonjour la team Swap  avez vous des stations de r&eacute;paration en ile de France ? <br>Merci pour votre retour <br><br>Cordialement <br><br>W.B",2
508828,09.02.2024,"Mail Cyprien",24
509011,04.03.2024,"Bonjour cher station,<br><br>Suite à notre message précédent, nous vous remercions de bien vouloir nous communiquer vos disponibilité afin de vous éditer et envoyer une étiquette de transport pour le retour de votre machine au sein de nos entrepôts.<br>Dans l’attente de votre retour,<br>Nous vous remercions pour votre confiance et restons à votre disposition.<br>Cordialement,<br>Service Après-Vente SWAP<br>",20
509691,27.02.2024,"Bonjour, <br><br>pas de nouvelle de ce dossier depuis le 06/11/2023, il s&#039;agit d&#039;une r&eacute;paration sous garantie pour une patte de starter, merci de voir pour une ANR, nous sommes hors d&eacute;lais de r&eacute;paration.<br><br>Cordialement",7
509692,12.02.2024,"Bonjour,<br><br>

Malgré divers essais et tests, votre machine n'est pas prise en garantie pour une des raisons suivantes :<br><br><strong>

Votre</strong> machine est irréparable, pas de pièces ou réparation
supérieure à la valeur du produit. (aucune piece moteur referencée)<br><br>

<strong>Vous disposez de 15 jours pour procéder au règlement, dès
que cela sera fait la machine vous sera restituée.<br></strong><br><br>

<em><strong>Castorama</strong>, Veuillez joindre ou confirmer le n° de BCPE
(Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.</em><br><br><br>

Vous pouvez consulter sur le ticket, le devis pour avoir le
détail de ce qui est facturé. La machine vous sera renvoyée dès que vous nous aurez donné l'accord de paiement indiqué ci-dessus.<br><br>Au bout de plusieurs relances, swap pourra vous renvoyer la machine avec la facture directement.<br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>

Nous restons à votre disposition, n'hésitez pas à nous
contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>

Cordialement,<br>

Service après-vente SWAP   <br>",3
509693,12.02.2024,"Bonjour,<br><br>

Malgré divers essais et tests, votre machine n'est pas prise en garantie pour une des raisons suivantes :<br>contrôle - plus de passage d'essence - pose du carburateur et démontage - entrée du carbu bouchée - bouché par de l'essence pourri - remplacement carbu necessaire-<br><br><strong>

Votre</strong> machine est irréparable, pas de pièces ou réparation
supérieure à la valeur du produit.<br>Aucune piece moteur referencée sur ce produit<br><br>

<strong>Vous disposez de 15 jours pour procéder au règlement, dès
que cela sera fait la machine vous sera restituée.<br></strong><br>

<em><strong>Particulier, </strong>Vous trouverez joint à ce ticket un lien de
paiement. </em><br>

<em><strong>Castorama</strong>, Veuillez joindre ou confirmer le n° de BCPE
(Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.</em><br>

<em><strong>Brico Dépôt,</strong> Veuillez transmettre une commande client à
SWAP C126410, en y indiquant le numéro de ticket et le bon montant à régler.<br></em><strong>Distributeurs</strong>, veuillez confirmer par écrit directement sur le ticket à "Ecrire un MESSAGE" votre référence interne ou d'accord de paiement et confirmer que vous avez été informé.<br><br>

Vous pouvez consulter sur le ticket, le devis pour avoir le
détail de ce qui est facturé. La machine vous sera renvoyée dès que vous nous aurez donné l'accord de paiement indiqué ci-dessus.<br><br>Au bout de plusieurs relances, swap pourra vous renvoyer la machine avec la facture directement.<br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>

Nous restons à votre disposition, n'hésitez pas à nous
contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>

Cordialement,<br>

Service après-vente SWAP   <br>",3
509696,24.11.2023,"Bonjour,<br><br>Afin de récupérer la machine, vous devez vous acquitter des frais du transport et du diagnostic.<br><br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",6
509704,12.02.2024,"Bonjour,<br><br>

Malgré divers essais et tests, votre machine n'est pas prise en garantie pour une des raisons suivantes :<br><strong>Carburant non adapté</strong><br><strong>

Votre</strong> machine est irréparable, pas de pièces ou réparation
supérieure à la valeur du produit.<br><br>

<strong>Vous disposez de 15 jours pour procéder au règlement, dès
que cela sera fait la machine vous sera restituée.<br></strong><br><br>

<em><strong>Brico Dépôt,</strong> Veuillez transmettre une commande client à
SWAP C126410, en y indiquant le numéro de ticket et le bon montant à régler.<br></em><strong>Distributeurs</strong>, veuillez confirmer par écrit directement sur le ticket à "Ecrire un MESSAGE" votre référence interne ou d'accord de paiement et confirmer que vous avez été informé.<br><br>

Vous pouvez consulter sur le ticket, le devis pour avoir le
détail de ce qui est facturé. La machine vous sera renvoyée dès que vous nous aurez donné l'accord de paiement indiqué ci-dessus.<br><br>Au bout de plusieurs relances, swap pourra vous renvoyer la machine avec la facture directement.<br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>

Nous restons à votre disposition, n'hésitez pas à nous
contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>

Cordialement,<br>

Service après-vente SWAP   <br>",8
509706,12.02.2024,"Bonjour,<br><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé.<br><br><strong>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.</strong><br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br>Rappel : les pièces machines Kingfisher ne vous sont pas facturées. Pensez à les chiffrer pour votre client.<br>Sauf pièces pour machines moteur HONDA ou Briggs&Stratton, elles sont facturées.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit.<br>Les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si c'est le cas, indiquez le sur le ticket, ils seront retirés sur la facture.<br><em><strong>Montant refus </strong>:80.30 euros HT (Forfait diagnostic 29 + transport)</em><br>51.30<br>Dès que vous aurez accepté ou refusé et avant retour du produit, nous vous demanderons le paiement :<br><br><em><br><strong></strong><em><strong>Brico Dépôt</strong>, veuillez transmettre une commande client à SWAP C126410, correspondant au montant HT et en y indiquant le numéro de ticket.<br></em></em><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP",5
509712,06.02.2024,"Bonjour SAV16<br><br>Savez vous ou en est ce ticket hors garantie, les devis pour les BRICO DEPOT Doivent passer par swap pour que vous puissiez être payé depuis plus d'un an.<br><br>A moins que le magasin vous ai payé ?<br><br>Cordialement,<br><br>Service après-vente SWAP",3
509716,08.02.2024,"Bonjour ,<br><br>A ce jour , toujours pas d'accord de reparation .<br><br>Cordialement, <br><br>Service après-vente SWAP",13
509725,26.12.2023,"Bonjour, <br>Ci-joint l&#039;&eacute;tiquette de transport pour le retour de l&#039;appareil, <br>Bien cordialement",6
509746,05.03.2024,"Bonjour,<br><br>La pièce n'est pas encore disponible, nous relançons la centrale à ce sujet.<br><br>Cordialement,<br><br>SWAP",10
509754,14.11.2023,"S'allume mais ne tourne plus",1
509951,28.12.2023,"Bonjour SAS MODIS<br><br>urgent <br>Pouvez vous nous envoyer la<strong> photo du numero du moteur honda </strong>pour les pièces s'il vous plait. Merci<br>Cordialement, <br><br>Service après-vente SWAP<br><br>",5
510133,19.01.2024,"Bonjour Gerard,<br><br>Devis accepté depuis le 6 decembre.<br>Avez vous terminé la réparation de la tondeuse ?<br>nettoyage carburateur et remplacement du filtre.<br><br>Merci<br><br>Cordialement, <br><br>Service après-vente SWAP<br><br>",7
510803,11.12.2023,"Demande de garantie acceptée par Stiga",5
511227,01.03.2024,"Bonjour,<br><br>Nous avons validé la réparation mais c'est à titre exceptionnel car la station avait déjà la machine, mais nous n'avons plus de contrat pour cette référence.<br><br>Commande <strong>AZ000024</strong><br><br>Cordiamement,<br><br>SWAP<br><div style="margin-left: 20px;"></div>",15
511395,04.03.2024,"Bonjour cher client,<br><br>Avez-vous récupérer votre machine?<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",19
511455,05.03.2024,"<strong>J'ai eu le magasin au téléphone qui m'a expliqué qu'il enverra l'accessoire à la station de réparation dans les plus brefs délais</strong>",29
511588,05.03.2024,"mail a stephanie pr savoir si a tjrs la machine/ devis fait direct ou pas ?",2
511626,05.03.2024,"sav16 fait ses devis directement",2
511795,05.03.2024,"<track><p><strong>1ZF9267K6813180442</strong></p><track>  Livré le<p>lundi, mars <strong>04 </strong><strong>à 15:20</strong></p>",9
511811,05.03.2024,"commande AZ000033",16
511812,04.03.2024,"Chère <strong>Station</strong> <strong>partenaire </strong>, <br><br>Nous aimerions faire le point avec vous et connaitre l’avancement de ce dossier s'il vous plait.<br><br>Pouvez vous s'il vous plait nous faire un retour sur ce ticket.<br><br>Nous vous remercions par avance et restons à votre disposition.<br>
<br>
Cordialement, <br>
<br>
Service Après-Vente SWAP<br>",17
512024,04.03.2024,"Bonjour, <br><br>Sauf erreur de notre part, nous n'avons pas eu de retour pour ce dossier.<br><br>Nous vous remercions de bien vouloir nous répondre afin de pouvoir traiter votre demande.<br><br>Sans réponse de votre part nous nous verrons obligés  de procéder à la clôture administrative de ce Ticket.<br><br>Nous vous remercions pour votre compréhension<br><br>Cordialement, <br><br>Service Après-Vente SWAP",20
512418,23.01.2024,"L'adresse de retour :<br><br>SWAP Reused 82<br>90 rue jules désiré bourdais<br>82600<br>VERDUN SUR GARONNE<br><br>Il n'est pas nécessaire de nous retourner le filament livré avec l'imprimante (car il s'agit de consommable ).<br><br>Cordialement",19
512713,05.03.2024,"<strong>Bonjour Cher station,<br><br></strong>Veuillez noter que les pièces demandées vous ont été livrées à la date du <strong>vendredi, mars 01</strong> merci de bien vouloir procéder à la réparation de la machine.<br>Nous vous remercions pour votre confiance et restons a votre disposition.<br>Cordialement,<br>Service après-vente SWAP<br>",21
512716,19.01.2024,"<strong>RELANCE<br>Bonjour,<br><br>La réparation est faite<br><br>NETOYAGE CARBURATEUR + essence<br><br><em>Brico Dépôt, veuillez transmettre une commande client à SWAP C126410, correspondant au montant HT et en y indiquant le numéro de ticket</em><br><br><br>Montant devis 99.30 € HT<br><br><br>Dès que vous aurez accepté et envoyé la commande nous procèderons au retour du produit,<br><em><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP</em></strong>",9
512789,05.03.2024,"Bonjour cher magasin,<br><br>Avez-vous déposé la batterie?<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",25
512930,15.02.2024,"Bonjour Bricomarché,<br><br>Il ya eu un bug sur ce ticket.<br>Attention, votre diagnostic est incomplet,<br>Piston cassé est un constat, nous avons besoin de savoir la cause, la raison de cette casse.<br>Pour tout problème moteur, une photo devra être jointe au ticket afin de valider ou pas la garantie<br><br>Merci pour votre compréhension.<br>Cordialement, <br><br>Service après-vente SWAP<br>",13
513128,19.01.2024,"Bonjour Brico depot,<br><br>ticket 504106, hors procédure, veuillez relire les messages, surtout nous avons réclamé le ticket de caisse qui est obligatoire et était manquant. vous ne répondiez pas à notre demande, cela est la cause du retard. demande incomplète et erronée. Nous l'avons fermée.<br><br>Cette tronçonneuse t513128 a été réceptionnée en station le 13 novembre 2023. Le 2 décembre 2024 nous vous informons que la garantie est refusée. <br><br><strong>RELANCE</strong><br><br>Vous remarquerez, que nous n'avons pas compté le transport retour exceptionnellement, qui sur le devis, est habituellement inclus.<br><br>Nous vous prions donc de nous envoyer le document dans les meilleurs délais.<br><em>montant indiqué dans le devis <br><br><em><strong>Brico Dépôt, veuillez transmettre une commande client à SWAP C126410, en y indiquant le numéro de ticket.</strong></em></em><br><em><br>Cordialement.<br>Service après-vente SWAP</em><br>",9
513187,01.03.2024,"Bonjour,<br>ayant eu des probl&egrave;me par le pass&eacute; avec le transfert  de devis/bon de commande sur l&#039;adresse mail des stations nous ne transmettons plus que par SWAP. <br><br>Je vous les remets donc en pi&egrave;ces jointes au format PDF.<br><br>cordialement",15
513317,19.01.2024,"<strong>DERNIERE RELANCE avant relance centrale. urgent<br></strong><br>Bonjour Brico depot<br><br><em>Brico Dépôt, Veuillez transmettre une commande client à SWAP C126410, en y indiquant le numéro de ticket et le bon montant à régler.</em><br>MONTAN<strong>T : 189 HT</strong> (diagnostic et transport)<br>forfaits remis kignfisher<br><br>Si vous ne voulez pas la récupérer il faudra joindre une commande pour un montant de<strong> 69 euros HT</strong><br><br>Dans l'attente de votre réponse.<br>Cordialement, <br><br>Service après-vente SWAP<br><br><br><br>",6
513340,25.01.2024,"Pi&egrave;ces re&ccedil;ues<br>Mais encore une fois j&#039;ai toujours des avoir en retard de paiement depuis septembre 2023 donc faites le n&eacute;cessaire merci cordialement thomas motoculture",14
513357,04.03.2024,"bonjour SWAP<br><br>POUVEZ VOUS M&#039;expliquer le transport de 90e ht sur le devis??<br><br>car la machine c&#039;est CASTO qui l&#039;a transport&eacute; et qui va aller la rechercher...<br><br>merci d&#039;avance<br><br>cdlt",5
513402,02.02.2024,"<div>Bonjour,<br><br>Nous vous remercions pour votre confiance, vous trouverez la facture dans la rubrique "Documents". <br>Votre machine vous sera envoyée dans les plus brefs délais.<br><br>Cordialement,<br><br>Service
après-vente SWAP</div>",6
513656,05.03.2024,"Bonjour<br>Mon client est venu aux nouvelles ce jour et souhaite un d&eacute;lai.<br>Je vois qu&#039;il y a une commande faite ce jour donc j&#039;en d&eacute;duit que les pi&egrave;ces sont disponibles.<br>Pouvez vous dans ce cas m&#039;informer du d&eacute;lai au plus vite svp.<br>Cordialement.<br>A Lemporte",16
513803,26.02.2024,"Commande AZ000011",12
513984,05.03.2024,"Bonjour,<br><br>La pièce 129 n'est pas référencée.<br><br>Veuillez vous rapprocher de votre centrale pour la suite du dossier.<br><br>Cordialement,<br><br>SWAP",24
513986,05.03.2024,"Bonjour chère station, <br>Nous avons validé la demande de pièce.<br>Merci de nous fournir une photo des références moteur (type et numéro de série)<br><br>Cordialement.<br><br>Equipe technique Swap",14
513995,04.03.2024,"Chère <strong>Station</strong> <strong>partenaire </strong>, <br><br>Nous aimerions faire le point avec vous et connaitre l’avancement de ce dossier s'il vous plait.<br><br>Pouvez vous s'il vous plait nous faire un retour sur ce ticket.<br><br>Nous vous remercions par avance et restons à votre disposition.<br>
<br>
Cordialement, <br>
<br>
Service Après-Vente SWAP<br>",36
514240,28.02.2024,"Hello Marc,<br><br>Aurais-tu un retour à faire pour ce ticket? :)",22
514333,04.03.2024,"Bonjour ,<br><br>Pouvons avoir photo de l'ensemble de la table ?  (voir etat general)<br><br>Cordialement, <br><br>Service après-vente SWAP",5
514339,05.03.2024,"Bonjour ,<br><br>Veillez s'il vous plait nous indiquer vos disponibilité afin qu'on puisse vous organisé un transport.<br><br>Dans l’attente de votre retour.<br><br>Nous restons à votre disposition.<br>Cordialement,<br>",9
514397,04.03.2024,"Bonjour,<br><br>Auriez-vous un retour à nous faire ?<br><br>Nous vous remercions pour votre confiance et restons à votre disposition.<br><br>Cordialement,<br><br>Service Après-Vente SWAP",20
514532,28.02.2024,"Bonjour , <br><br>Suite a votre message , j&#039;ai contact&eacute; la protection juridique que le client a fait intervenir dans le dossier. Je suis en attente de leur r&eacute;ponse pour savoir ou en est l&#039;instruction du dossier.<br>Des qu&#039;une r&eacute;ponse me sera fourni je vous contacterai directement <br><br>Cordialement  <br><br>Mme Tissot C&eacute;line <br>Responsable Rayon Outillage <br>Brico d&eacute;pot Saint Priest",10
514533,13.12.2023,"NE DEMARRE PLUS",1
514586,08.01.2024,"Bonjour Brico Depot,<br><br>Le nettoyage du carburateur n'a pas suffit, pour la remise en état de cette tondeuse, le carburateur devrait être remplacé. <br>Malheureusement, suite au transfert des pièces vers votre nouveau prestataire gestion pièces, nous n'avons plus les pièces à disposition.<br><br>Nous sommes désolés, nous allons devoir valider le diagnostic et retour de la machine non réparé .29 € HT + 51.30 € HT pour le transport.<br><br><br>

<em><strong>Brico Dépôt,</strong> Veuillez transmettre une commande client à
SWAP C126410, en y indiquant le numéro de ticket et le bon montant à régler.<br>soit 80.30 € </em><br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>

Nous restons à votre disposition, n'hésitez pas à nous
contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>

Cordialement,<br>

Service après-vente SWAP   <br><br>",6
514606,13.02.2024,"<strong>Relance avant retour dans l'etat facturé.</strong><br>Bonjour,<article><br>Constat : huile de synthése à la place de l'huile moteur normal<br>Réparation : nettoyage moteur -remise en état-contrôles<br><br>Vous pouvez consulter le devis ou le retrouver dans les DOCUMENTS, veuillez indiquer votre réponse sur le ticket. Accepté ou refusé<br><br>Vous disposez d'un délai maximum de 15 jours à partir de la date d'envoi du devis.<br>Si vous acceptez le devis, la réparation sera faite et la machine vous sera renvoyée dans les meilleurs délais.<br><br>Pour tout refus, nous vous demanderons une participation au diagnostic/recherche de panne et aux frais de renvoi du produit (les frais de transport peuvent être retiré si vous préférez récupérer vous même le produit, si oui informez swap sur le ticket) :<br><em><br><em>Machines de + 30kgs -80.30 € HT</em></em><br><br>Pour le paiement, nous vous demandons :<br><br><em>Castorama, de nous transmettre le n° de commande ou de BCPE (Bon de commande de prestation extérieure) pour le fournisseur n° SAP 506931 SWAP.</em><br><br>Si vous ne souhaitez pas récupérer la machine, veuillez indiquer que vous autorisez le recyclage, notez que les frais de diagnostic restent à votre charge.<br><br>Nous restons à votre disposition, n'hésitez pas à nous contacter si vous avez besoin de précisions ou pour toutes demandes.<br><br>Cordialement.<br>Service après-vente SWAP</article><footer><div>29/12/2023 18:40</div></footer>",5
514646,04.03.2024,"Chère <strong>Station</strong> <strong>partenaire </strong>, <br><br>Nous aimerions faire le point avec vous et connaitre l’avancement de ce dossier s'il vous plait.<br><br>Pouvez vous s'il vous plait nous faire un retour sur ce ticket.<br><br>Nous vous remercions par avance et restons à votre disposition.<br>
<br>
Cordialement, <br>
<br>
Service Après-Vente SWAP<br>",15
